,0
7759,negative
7760,negative
7761,negative
7762,negative
7763,negative
7764,negative
7765,positive
7766,positive
7767,negative
7768,negative
7769,positive
7770,negative
7771,positive
7772,negative
7773,positive
7774,positive
7775,negative
7776,positive
7777,negative
7778,positive
7779,negative
7780,positive
7781,positive
7782,negative
7783,positive
7784,negative
7785,positive
7786,positive
7787,negative
7788,positive
7789,negative
7790,negative
7791,negative
7792,positive
7793,negative
7794,positive
7795,negative
7796,positive
7797,negative
7798,negative
7799,positive
7800,positive
7801,negative
7802,negative
7803,positive
7804,negative
7805,negative
7806,positive
7807,negative
7808,negative
7809,negative
7810,negative
7811,positive
7812,negative
7813,positive
7814,positive
7815,positive
7816,negative
7817,negative
7818,negative
7819,negative
7820,negative
7821,negative
7822,positive
7823,positive
7824,negative
7825,negative
7826,negative
7827,negative
7828,negative
7829,positive
7830,negative
7831,positive
7832,positive
7833,negative
7834,positive
7835,positive
7836,positive
7837,positive
7838,negative
7839,negative
7840,negative
7841,negative
7842,negative
7843,positive
7844,negative
7845,negative
7846,negative
7847,negative
7848,negative
7849,positive
7850,positive
7851,positive
7852,negative
7853,positive
7854,negative
7855,positive
7856,negative
7857,negative
7858,negative
7859,negative
7860,positive
7861,positive
7862,negative
7863,negative
7864,negative
7865,positive
7866,negative
7867,positive
7868,positive
7869,negative
7870,positive
7871,positive
7872,positive
7873,negative
7874,positive
7875,negative
7876,positive
7877,negative
7878,positive
7879,positive
7880,positive
7881,positive
7882,negative
7883,negative
7884,negative
7885,positive
7886,positive
7887,positive
7888,negative
7889,negative
7890,negative
7891,negative
7892,negative
7893,positive
7894,positive
7895,negative
7896,negative
7897,negative
7898,positive
7899,positive
7900,negative
7901,positive
7902,positive
7903,negative
7904,negative
7905,negative
7906,positive
7907,positive
7908,negative
7909,negative
7910,negative
7911,negative
7912,positive
7913,positive
7914,negative
7915,negative
7916,negative
7917,positive
7918,negative
7919,negative
7920,negative
7921,positive
7922,negative
7923,negative
7924,positive
7925,positive
7926,positive
7927,negative
7928,positive
7929,negative
7930,positive
7931,negative
7932,positive
7933,positive
7934,negative
7935,positive
7936,negative
7937,negative
7938,positive
7939,negative
7940,negative
7941,negative
7942,positive
7943,negative
7944,negative
7945,positive
7946,positive
7947,positive
7948,positive
7949,positive
7950,negative
7951,negative
7952,positive
7953,negative
7954,positive
7955,positive
7956,positive
7957,positive
7958,positive
7959,positive
7960,positive
7961,positive
7962,positive
7963,negative
7964,positive
7965,negative
7966,positive
7967,positive
7968,positive
7969,negative
7970,positive
7971,negative
7972,positive
7973,positive
7974,positive
7975,positive
7976,negative
7977,negative
7978,positive
7979,negative
7980,negative
7981,negative
7982,negative
7983,positive
7984,positive
7985,positive
7986,negative
7987,negative
7988,positive
7989,positive
7990,negative
7991,positive
7992,positive
7993,negative
7994,positive
7995,negative
7996,negative
7997,negative
7998,positive
7999,negative
8000,negative
8001,negative
8002,positive
8003,positive
8004,negative
8005,negative
8006,negative
8007,positive
8008,positive
8009,negative
8010,positive
8011,negative
8012,negative
8013,negative
8014,negative
8015,negative
8016,positive
8017,negative
8018,positive
8019,negative
8020,negative
8021,negative
8022,negative
8023,negative
8024,positive
8025,negative
8026,negative
8027,positive
8028,negative
8029,positive
8030,negative
8031,negative
8032,negative
8033,positive
8034,positive
8035,negative
8036,positive
8037,negative
8038,positive
8039,positive
8040,negative
8041,positive
8042,positive
8043,negative
8044,positive
8045,positive
8046,negative
8047,positive
8048,positive
8049,positive
8050,positive
8051,positive
8052,negative
8053,positive
8054,negative
8055,negative
8056,positive
8057,positive
8058,positive
8059,negative
8060,positive
8061,negative
8062,negative
8063,negative
8064,positive
8065,negative
8066,negative
8067,negative
8068,positive
8069,positive
8070,positive
8071,negative
8072,positive
8073,negative
8074,negative
8075,negative
8076,positive
8077,negative
8078,negative
8079,positive
8080,negative
8081,positive
8082,positive
8083,positive
8084,positive
8085,negative
8086,negative
8087,positive
8088,negative
8089,negative
8090,positive
8091,negative
8092,negative
8093,negative
8094,negative
8095,negative
8096,positive
8097,negative
8098,positive
8099,negative
8100,negative
8101,positive
8102,positive
8103,positive
8104,positive
8105,positive
8106,positive
8107,negative
8108,negative
8109,positive
8110,positive
8111,negative
8112,negative
8113,positive
8114,positive
8115,negative
8116,positive
8117,positive
8118,negative
8119,negative
8120,positive
8121,negative
8122,positive
8123,positive
8124,positive
8125,positive
8126,negative
8127,negative
8128,negative
8129,positive
8130,negative
8131,positive
8132,positive
8133,negative
8134,positive
8135,positive
8136,negative
8137,positive
8138,positive
8139,positive
8140,positive
8141,positive
8142,negative
8143,positive
8144,positive
8145,negative
8146,positive
8147,positive
8148,positive
8149,negative
8150,negative
8151,negative
8152,positive
8153,negative
8154,positive
8155,positive
8156,positive
8157,positive
8158,positive
8159,positive
8160,positive
8161,negative
8162,positive
8163,positive
8164,positive
8165,positive
8166,positive
8167,negative
8168,positive
8169,positive
8170,negative
8171,positive
8172,negative
8173,negative
8174,positive
8175,positive
8176,positive
8177,negative
8178,positive
8179,negative
8180,positive
8181,positive
8182,negative
8183,negative
8184,negative
8185,negative
8186,positive
8187,positive
8188,negative
8189,positive
8190,positive
8191,positive
8192,positive
8193,negative
8194,positive
8195,negative
8196,negative
8197,negative
8198,positive
8199,positive
8200,positive
8201,negative
8202,negative
8203,negative
8204,positive
8205,negative
8206,negative
8207,positive
8208,positive
8209,positive
8210,negative
8211,negative
8212,negative
8213,positive
8214,positive
8215,positive
8216,positive
8217,negative
8218,negative
8219,negative
8220,negative
8221,positive
8222,negative
8223,positive
8224,negative
8225,positive
8226,negative
8227,positive
8228,negative
8229,negative
8230,positive
8231,negative
8232,negative
8233,positive
8234,negative
8235,positive
8236,negative
8237,positive
8238,positive
8239,positive
8240,positive
8241,positive
8242,positive
8243,positive
8244,negative
8245,positive
8246,positive
8247,negative
8248,negative
8249,negative
8250,positive
8251,negative
8252,negative
8253,positive
8254,negative
8255,negative
8256,positive
8257,positive
8258,positive
8259,positive
8260,positive
8261,positive
8262,positive
8263,negative
8264,negative
8265,positive
8266,negative
8267,positive
8268,positive
8269,negative
8270,negative
8271,positive
8272,negative
8273,positive
8274,positive
8275,negative
8276,negative
8277,positive
8278,positive
8279,negative
8280,negative
8281,positive
8282,negative
8283,positive
8284,negative
8285,negative
8286,positive
8287,positive
8288,negative
8289,positive
8290,positive
8291,positive
8292,positive
8293,negative
8294,negative
8295,negative
8296,positive
8297,positive
8298,negative
8299,negative
8300,negative
8301,positive
8302,positive
8303,positive
8304,positive
8305,negative
8306,positive
8307,positive
8308,negative
8309,positive
8310,positive
8311,positive
8312,positive
8313,negative
8314,negative
8315,negative
8316,negative
8317,negative
8318,negative
8319,positive
8320,negative
8321,negative
8322,negative
8323,positive
8324,positive
8325,positive
8326,positive
8327,negative
8328,negative
8329,negative
8330,positive
8331,negative
8332,positive
8333,negative
8334,negative
8335,positive
8336,negative
8337,negative
8338,negative
8339,negative
8340,positive
8341,positive
8342,negative
8343,negative
8344,negative
8345,positive
8346,negative
8347,negative
8348,negative
8349,positive
8350,positive
8351,negative
8352,negative
8353,positive
8354,positive
8355,positive
8356,positive
8357,positive
8358,negative
8359,negative
8360,negative
8361,positive
8362,positive
8363,positive
8364,negative
8365,negative
8366,positive
8367,negative
8368,positive
8369,negative
8370,negative
8371,negative
8372,negative
8373,positive
8374,negative
8375,positive
8376,positive
8377,negative
8378,positive
8379,negative
8380,negative
8381,negative
8382,negative
8383,positive
8384,negative
8385,positive
8386,negative
8387,negative
8388,negative
8389,negative
8390,negative
8391,negative
8392,negative
8393,positive
8394,negative
8395,positive
8396,positive
8397,positive
8398,positive
8399,positive
8400,positive
8401,positive
8402,positive
8403,negative
8404,negative
8405,positive
8406,positive
8407,positive
8408,positive
8409,positive
8410,positive
8411,negative
8412,negative
8413,negative
8414,positive
8415,positive
8416,negative
8417,negative
8418,negative
8419,negative
8420,positive
8421,negative
8422,positive
8423,positive
8424,negative
8425,positive
8426,positive
8427,positive
8428,negative
8429,positive
8430,negative
8431,positive
8432,positive
8433,negative
8434,negative
8435,negative
8436,negative
8437,positive
8438,positive
8439,negative
8440,positive
8441,negative
8442,negative
8443,positive
8444,positive
8445,negative
8446,positive
8447,negative
8448,negative
8449,negative
8450,negative
8451,positive
8452,negative
8453,positive
8454,positive
8455,positive
8456,positive
8457,negative
8458,positive
8459,negative
8460,positive
8461,negative
8462,negative
8463,negative
8464,negative
8465,positive
8466,positive
8467,negative
8468,negative
8469,negative
8470,negative
8471,positive
8472,negative
8473,positive
8474,negative
8475,negative
8476,negative
8477,negative
8478,negative
8479,negative
8480,negative
8481,negative
8482,positive
8483,negative
8484,positive
8485,negative
8486,negative
8487,negative
8488,positive
8489,negative
8490,negative
8491,negative
8492,positive
8493,negative
8494,positive
8495,negative
8496,positive
8497,positive
8498,positive
8499,negative
8500,positive
8501,positive
8502,positive
8503,negative
8504,positive
8505,negative
8506,negative
8507,positive
8508,negative
8509,negative
8510,positive
8511,negative
8512,positive
8513,positive
8514,negative
8515,positive
8516,negative
8517,positive
8518,negative
8519,negative
8520,negative
8521,positive
8522,negative
8523,negative
8524,positive
8525,negative
8526,positive
8527,positive
8528,negative
8529,positive
8530,negative
8531,negative
8532,positive
8533,positive
8534,negative
8535,negative
8536,negative
8537,positive
8538,negative
8539,positive
8540,negative
8541,positive
8542,positive
8543,positive
8544,positive
8545,negative
8546,negative
8547,negative
8548,positive
8549,negative
8550,negative
8551,negative
8552,negative
8553,positive
8554,positive
8555,negative
8556,negative
8557,positive
8558,positive
8559,positive
8560,positive
8561,positive
8562,negative
8563,negative
8564,positive
8565,positive
8566,negative
8567,positive
8568,negative
8569,negative
8570,negative
8571,negative
8572,negative
8573,negative
8574,positive
8575,positive
8576,negative
8577,positive
8578,positive
8579,negative
8580,negative
8581,negative
8582,positive
8583,negative
8584,negative
8585,positive
8586,positive
8587,negative
8588,positive
8589,positive
8590,positive
8591,negative
8592,negative
8593,positive
8594,positive
8595,positive
8596,negative
8597,positive
8598,positive
8599,positive
8600,negative
8601,negative
8602,negative
8603,positive
8604,positive
8605,negative
8606,positive
8607,positive
8608,positive
8609,positive
8610,positive
8611,positive
8612,positive
8613,positive
8614,negative
8615,positive
8616,positive
8617,negative
8618,negative
8619,positive
8620,negative
8621,positive
8622,positive
8623,positive
8624,negative
8625,positive
8626,positive
8627,positive
8628,negative
8629,positive
8630,positive
8631,negative
8632,negative
8633,negative
8634,positive
8635,positive
8636,negative
8637,negative
8638,positive
8639,negative
8640,negative
8641,positive
8642,positive
8643,negative
8644,negative
8645,positive
8646,positive
8647,negative
8648,negative
8649,negative
8650,negative
8651,positive
8652,negative
8653,negative
8654,negative
8655,negative
8656,positive
8657,positive
8658,positive
8659,negative
8660,negative
8661,negative
8662,positive
8663,positive
8664,negative
8665,negative
8666,positive
8667,positive
8668,negative
8669,negative
8670,positive
8671,positive
8672,negative
8673,positive
8674,positive
8675,positive
8676,positive
8677,negative
8678,negative
8679,positive
8680,positive
8681,positive
8682,negative
8683,negative
8684,positive
8685,negative
8686,negative
8687,negative
8688,positive
8689,positive
8690,negative
8691,negative
8692,positive
8693,positive
8694,negative
8695,negative
8696,negative
8697,negative
8698,negative
8699,positive
8700,negative
8701,positive
8702,positive
8703,positive
8704,positive
8705,positive
8706,positive
8707,positive
8708,negative
8709,negative
8710,negative
8711,positive
8712,negative
8713,negative
8714,negative
8715,positive
8716,positive
8717,negative
8718,negative
8719,negative
8720,negative
8721,positive
8722,positive
8723,negative
8724,negative
8725,positive
8726,positive
8727,positive
8728,negative
8729,negative
8730,negative
8731,positive
8732,positive
8733,positive
8734,positive
8735,positive
8736,positive
8737,positive
8738,negative
8739,negative
8740,positive
8741,negative
8742,negative
8743,positive
8744,positive
8745,positive
8746,positive
8747,positive
8748,positive
8749,negative
8750,positive
8751,negative
8752,positive
8753,negative
8754,positive
8755,positive
8756,positive
8757,negative
8758,positive
8759,positive
8760,positive
8761,negative
8762,negative
8763,negative
8764,positive
8765,positive
8766,positive
8767,positive
8768,negative
8769,negative
8770,negative
8771,negative
8772,negative
8773,negative
8774,negative
8775,negative
8776,positive
8777,positive
8778,negative
8779,negative
8780,positive
8781,positive
8782,negative
8783,negative
8784,negative
8785,positive
8786,negative
8787,positive
8788,negative
8789,negative
8790,positive
8791,negative
8792,positive
8793,positive
8794,negative
8795,positive
8796,negative
8797,negative
8798,negative
8799,positive
8800,positive
8801,negative
8802,negative
8803,positive
8804,negative
8805,negative
8806,positive
8807,negative
8808,negative
8809,positive
8810,positive
8811,positive
8812,positive
8813,positive
8814,positive
8815,negative
8816,negative
8817,negative
8818,negative
8819,negative
8820,negative
8821,positive
8822,negative
8823,negative
8824,positive
8825,positive
8826,positive
8827,positive
8828,negative
8829,positive
8830,negative
8831,positive
8832,negative
8833,negative
8834,negative
8835,positive
8836,negative
8837,positive
8838,negative
8839,positive
8840,negative
8841,positive
8842,negative
8843,negative
8844,positive
8845,negative
8846,negative
8847,positive
8848,negative
8849,negative
8850,positive
8851,negative
8852,positive
8853,negative
8854,negative
8855,negative
8856,negative
8857,positive
8858,negative
8859,negative
8860,positive
8861,positive
8862,positive
8863,positive
8864,negative
8865,positive
8866,positive
8867,negative
8868,positive
8869,positive
8870,negative
8871,negative
8872,negative
8873,negative
8874,negative
8875,positive
8876,negative
8877,positive
8878,negative
8879,positive
8880,negative
8881,negative
8882,positive
8883,positive
8884,negative
8885,positive
8886,positive
8887,positive
8888,positive
8889,negative
8890,positive
8891,positive
8892,positive
8893,negative
8894,negative
8895,negative
8896,positive
8897,positive
8898,negative
8899,negative
8900,positive
8901,positive
8902,positive
8903,negative
8904,positive
8905,positive
8906,negative
8907,negative
8908,negative
8909,negative
8910,positive
8911,positive
8912,negative
8913,positive
8914,negative
8915,positive
8916,negative
8917,positive
8918,positive
8919,positive
8920,positive
8921,positive
8922,positive
8923,positive
8924,positive
8925,positive
8926,negative
8927,positive
8928,negative
8929,positive
8930,positive
8931,negative
8932,positive
8933,negative
8934,negative
8935,negative
8936,positive
8937,negative
8938,positive
8939,positive
8940,negative
8941,positive
8942,negative
8943,negative
8944,positive
8945,positive
8946,negative
8947,negative
8948,negative
8949,negative
8950,positive
8951,positive
8952,positive
8953,positive
8954,positive
8955,positive
8956,negative
8957,negative
8958,positive
8959,negative
8960,negative
8961,negative
8962,negative
8963,positive
8964,negative
8965,positive
8966,negative
8967,positive
8968,positive
8969,negative
8970,negative
8971,negative
8972,positive
8973,negative
8974,positive
8975,negative
8976,positive
8977,negative
8978,positive
8979,positive
8980,negative
8981,negative
8982,positive
8983,positive
8984,negative
8985,positive
8986,positive
8987,negative
8988,negative
8989,negative
8990,positive
8991,negative
8992,positive
8993,positive
8994,negative
8995,negative
8996,negative
8997,positive
8998,positive
8999,positive
9000,positive
9001,positive
9002,positive
9003,negative
9004,negative
9005,positive
9006,positive
9007,negative
9008,positive
9009,positive
9010,negative
9011,negative
9012,negative
9013,negative
9014,positive
9015,positive
9016,negative
9017,negative
9018,negative
9019,positive
9020,negative
9021,positive
9022,negative
9023,positive
9024,negative
9025,positive
9026,positive
9027,negative
9028,negative
9029,negative
9030,negative
9031,positive
9032,positive
9033,positive
9034,positive
9035,positive
9036,negative
9037,positive
9038,negative
9039,negative
9040,negative
9041,negative
9042,positive
9043,positive
9044,positive
9045,negative
9046,positive
9047,negative
9048,positive
9049,negative
9050,positive
9051,positive
9052,negative
9053,positive
9054,negative
9055,positive
9056,negative
9057,negative
9058,positive
9059,positive
9060,positive
9061,positive
9062,positive
9063,positive
9064,positive
9065,negative
9066,positive
9067,negative
9068,negative
9069,negative
9070,negative
9071,negative
9072,positive
9073,positive
9074,negative
9075,positive
9076,positive
9077,negative
9078,positive
9079,negative
9080,negative
9081,negative
9082,positive
9083,positive
9084,negative
9085,positive
9086,positive
9087,negative
9088,negative
9089,negative
9090,negative
9091,positive
9092,positive
9093,negative
9094,positive
9095,negative
9096,positive
9097,negative
9098,negative
9099,negative
9100,positive
9101,positive
9102,negative
9103,negative
9104,positive
9105,positive
9106,negative
9107,positive
9108,negative
9109,negative
9110,negative
9111,negative
9112,positive
9113,positive
9114,positive
9115,negative
9116,positive
9117,positive
9118,negative
9119,negative
9120,negative
9121,positive
9122,positive
9123,positive
9124,positive
9125,positive
9126,negative
9127,negative
9128,negative
9129,negative
9130,negative
9131,negative
9132,positive
9133,negative
9134,positive
9135,negative
9136,positive
9137,negative
9138,positive
9139,positive
9140,negative
9141,negative
9142,positive
9143,positive
9144,positive
9145,positive
9146,negative
9147,positive
9148,positive
9149,negative
9150,negative
9151,negative
9152,negative
9153,positive
9154,negative
9155,negative
9156,negative
9157,positive
9158,positive
9159,positive
9160,negative
9161,negative
9162,negative
9163,positive
9164,positive
9165,positive
9166,positive
9167,positive
9168,positive
9169,positive
9170,negative
9171,negative
9172,positive
9173,positive
9174,negative
9175,positive
9176,negative
9177,positive
9178,positive
9179,negative
9180,negative
9181,positive
9182,negative
9183,negative
9184,positive
9185,positive
9186,positive
9187,positive
9188,negative
9189,positive
9190,positive
9191,negative
9192,positive
9193,negative
9194,negative
9195,positive
9196,positive
9197,negative
9198,positive
9199,positive
9200,positive
9201,negative
9202,positive
9203,negative
9204,negative
9205,positive
9206,positive
9207,positive
9208,positive
9209,positive
9210,negative
9211,positive
9212,negative
9213,positive
9214,positive
9215,negative
9216,negative
9217,positive
9218,positive
9219,negative
9220,negative
9221,negative
9222,negative
9223,positive
9224,negative
9225,positive
9226,negative
9227,positive
9228,negative
9229,negative
9230,negative
9231,negative
9232,negative
9233,positive
9234,negative
9235,positive
9236,positive
9237,positive
9238,positive
9239,negative
9240,positive
9241,negative
9242,positive
9243,positive
9244,positive
9245,negative
9246,negative
9247,negative
9248,negative
9249,positive
9250,positive
9251,positive
9252,negative
9253,negative
9254,positive
9255,negative
9256,positive
9257,positive
9258,positive
9259,positive
9260,positive
9261,negative
9262,negative
9263,negative
9264,negative
9265,negative
9266,positive
9267,positive
9268,positive
9269,negative
9270,positive
9271,positive
9272,negative
9273,negative
9274,positive
9275,negative
9276,positive
9277,negative
9278,negative
9279,positive
9280,positive
9281,positive
9282,negative
9283,positive
9284,positive
9285,negative
9286,negative
9287,positive
9288,negative
9289,positive
9290,negative
9291,negative
9292,negative
9293,negative
9294,positive
9295,negative
9296,negative
9297,positive
9298,positive
9299,positive
9300,negative
9301,negative
9302,negative
9303,positive
9304,negative
9305,positive
9306,positive
9307,negative
9308,negative
9309,positive
9310,positive
9311,positive
9312,negative
9313,positive
9314,positive
9315,negative
9316,positive
9317,negative
9318,negative
9319,negative
9320,negative
9321,negative
9322,negative
9323,negative
9324,negative
9325,positive
9326,negative
9327,negative
9328,positive
9329,positive
9330,negative
9331,positive
9332,negative
9333,negative
9334,negative
9335,negative
9336,positive
9337,positive
9338,positive
9339,negative
9340,negative
9341,negative
9342,negative
9343,positive
9344,negative
9345,positive
9346,negative
9347,positive
9348,positive
9349,positive
9350,negative
9351,positive
9352,negative
9353,negative
9354,positive
9355,negative
9356,negative
9357,negative
9358,negative
9359,negative
9360,negative
9361,negative
9362,negative
9363,negative
9364,negative
9365,positive
9366,negative
9367,negative
9368,positive
9369,negative
9370,positive
9371,positive
9372,positive
9373,positive
9374,positive
9375,positive
9376,negative
9377,positive
9378,negative
9379,negative
9380,positive
9381,negative
9382,negative
9383,positive
9384,negative
9385,positive
9386,negative
9387,positive
9388,negative
9389,negative
9390,positive
9391,negative
9392,positive
9393,positive
9394,positive
9395,negative
9396,negative
9397,positive
9398,negative
9399,negative
9400,negative
9401,negative
9402,negative
9403,positive
9404,negative
9405,negative
9406,negative
9407,positive
9408,negative
9409,positive
9410,negative
9411,negative
9412,positive
9413,negative
9414,negative
9415,negative
9416,positive
9417,negative
9418,positive
9419,positive
9420,positive
9421,negative
9422,positive
9423,positive
9424,negative
9425,positive
9426,positive
9427,negative
9428,positive
9429,positive
9430,positive
9431,positive
9432,negative
9433,negative
9434,negative
9435,positive
9436,positive
9437,positive
9438,positive
9439,negative
9440,positive
9441,positive
9442,negative
9443,positive
9444,positive
9445,negative
9446,negative
9447,positive
9448,negative
9449,negative
9450,negative
9451,positive
9452,positive
9453,negative
9454,negative
9455,positive
9456,positive
9457,negative
9458,negative
9459,positive
9460,negative
9461,negative
9462,negative
9463,positive
9464,negative
9465,negative
9466,negative
9467,positive
9468,negative
9469,negative
9470,positive
9471,positive
9472,positive
9473,positive
9474,negative
9475,positive
9476,positive
9477,positive
9478,positive
9479,negative
9480,positive
9481,negative
9482,positive
9483,negative
9484,negative
9485,negative
9486,positive
9487,positive
9488,positive
9489,positive
9490,positive
9491,negative
9492,negative
9493,negative
9494,negative
9495,positive
9496,negative
9497,negative
9498,positive
9499,positive
9500,positive
9501,positive
9502,positive
9503,negative
9504,positive
9505,positive
9506,negative
9507,negative
9508,negative
9509,negative
9510,negative
9511,positive
9512,negative
9513,positive
9514,positive
9515,negative
9516,negative
9517,positive
9518,positive
9519,negative
9520,negative
9521,negative
9522,positive
9523,negative
9524,positive
9525,positive
9526,positive
9527,negative
9528,positive
9529,negative
9530,negative
9531,positive
9532,positive
9533,negative
9534,negative
9535,negative
9536,negative
9537,positive
9538,negative
9539,negative
9540,negative
9541,positive
9542,positive
9543,negative
9544,negative
9545,negative
9546,negative
9547,negative
9548,negative
9549,negative
9550,negative
9551,negative
9552,negative
9553,negative
9554,negative
9555,positive
9556,positive
9557,negative
9558,positive
9559,negative
9560,positive
9561,positive
9562,negative
9563,positive
9564,negative
9565,negative
9566,negative
9567,positive
9568,positive
9569,positive
9570,negative
9571,negative
9572,positive
9573,negative
9574,positive
9575,negative
9576,positive
9577,positive
9578,negative
9579,positive
9580,negative
9581,negative
9582,negative
9583,negative
9584,positive
9585,negative
9586,positive
9587,negative
9588,positive
9589,negative
9590,positive
9591,positive
9592,positive
9593,negative
9594,negative
9595,negative
9596,negative
9597,negative
9598,negative
9599,positive
9600,positive
9601,positive
9602,negative
9603,positive
9604,positive
9605,negative
9606,negative
9607,positive
9608,negative
9609,positive
9610,positive
9611,negative
9612,negative
9613,positive
9614,positive
9615,negative
9616,negative
9617,negative
9618,positive
9619,negative
9620,negative
9621,positive
9622,negative
9623,positive
9624,negative
9625,positive
9626,positive
9627,negative
9628,positive
9629,negative
9630,positive
9631,positive
9632,positive
9633,negative
9634,positive
9635,positive
9636,negative
9637,positive
9638,negative
9639,negative
9640,positive
9641,positive
9642,positive
9643,negative
9644,positive
9645,positive
9646,negative
9647,negative
9648,positive
9649,positive
9650,negative
9651,positive
9652,negative
9653,negative
9654,positive
9655,negative
9656,positive
9657,positive
9658,positive
9659,positive
9660,negative
9661,positive
9662,positive
9663,negative
9664,positive
9665,positive
9666,negative
9667,positive
9668,negative
9669,positive
9670,negative
9671,positive
9672,positive
9673,negative
9674,positive
9675,positive
9676,positive
9677,positive
9678,positive
9679,positive
9680,negative
9681,positive
9682,positive
9683,negative
9684,positive
9685,positive
9686,negative
9687,negative
9688,positive
9689,negative
9690,positive
9691,positive
9692,negative
9693,positive
9694,negative
9695,negative
9696,negative
9697,negative
9698,negative
9699,positive
9700,positive
9701,negative
9702,positive
9703,positive
9704,negative
9705,positive
9706,positive
9707,positive
9708,negative
9709,positive
9710,positive
9711,positive
9712,positive
9713,negative
9714,negative
9715,positive
9716,positive
9717,positive
9718,negative
9719,positive
9720,positive
9721,negative
9722,negative
9723,positive
9724,negative
9725,positive
9726,negative
9727,negative
9728,positive
9729,negative
9730,negative
9731,positive
9732,positive
9733,negative
9734,positive
9735,negative
9736,positive
9737,positive
9738,positive
9739,positive
9740,negative
9741,positive
9742,positive
9743,positive
9744,positive
9745,negative
9746,positive
9747,positive
9748,negative
9749,positive
9750,negative
9751,negative
9752,positive
9753,negative
9754,negative
9755,negative
9756,positive
9757,negative
9758,negative
9759,negative
9760,negative
9761,negative
9762,negative
9763,negative
9764,positive
9765,negative
9766,negative
9767,positive
9768,negative
9769,negative
9770,positive
9771,negative
9772,positive
9773,negative
9774,positive
9775,negative
9776,positive
9777,positive
9778,positive
9779,negative
9780,negative
9781,negative
9782,positive
9783,negative
9784,positive
9785,negative
9786,negative
9787,negative
9788,positive
9789,positive
9790,positive
9791,negative
9792,positive
9793,negative
9794,negative
9795,positive
9796,positive
9797,negative
9798,positive
9799,positive
9800,positive
9801,positive
9802,positive
9803,negative
9804,negative
9805,negative
9806,positive
9807,negative
9808,negative
9809,positive
9810,positive
9811,negative
9812,negative
9813,negative
9814,negative
9815,negative
9816,positive
9817,positive
9818,negative
9819,positive
9820,negative
9821,positive
9822,negative
9823,positive
9824,negative
9825,negative
9826,positive
9827,positive
9828,negative
9829,negative
9830,negative
9831,positive
9832,negative
9833,negative
9834,negative
9835,positive
9836,positive
9837,positive
9838,positive
9839,positive
9840,positive
9841,positive
9842,positive
9843,negative
9844,negative
9845,positive
9846,negative
9847,negative
9848,positive
9849,positive
9850,negative
9851,positive
9852,positive
9853,negative
9854,positive
9855,positive
9856,negative
9857,positive
9858,negative
9859,negative
9860,negative
9861,negative
9862,positive
9863,positive
9864,positive
9865,positive
9866,negative
9867,negative
9868,negative
9869,positive
9870,positive
9871,negative
9872,negative
9873,negative
9874,negative
9875,positive
9876,negative
9877,negative
9878,negative
9879,negative
9880,negative
9881,negative
9882,negative
9883,negative
9884,negative
9885,positive
9886,positive
9887,positive
9888,negative
9889,negative
9890,positive
9891,negative
9892,positive
9893,positive
9894,positive
9895,positive
9896,negative
9897,negative
9898,negative
9899,negative
9900,negative
9901,negative
9902,negative
9903,negative
9904,positive
9905,negative
9906,negative
9907,negative
9908,positive
9909,negative
9910,positive
9911,negative
9912,negative
9913,negative
9914,positive
9915,positive
9916,positive
9917,negative
9918,positive
9919,positive
9920,negative
9921,positive
9922,negative
9923,positive
9924,negative
9925,negative
9926,positive
9927,positive
9928,positive
9929,negative
9930,positive
9931,positive
9932,negative
9933,negative
9934,negative
9935,negative
9936,negative
9937,positive
9938,negative
9939,negative
9940,negative
9941,negative
9942,negative
9943,positive
9944,negative
9945,positive
9946,positive
9947,negative
9948,positive
9949,positive
9950,negative
9951,negative
9952,negative
9953,negative
9954,negative
9955,negative
9956,negative
9957,positive
9958,negative
9959,negative
9960,positive
9961,negative
9962,negative
9963,positive
9964,negative
9965,negative
9966,negative
9967,positive
9968,negative
9969,negative
9970,negative
9971,positive
9972,negative
9973,negative
9974,positive
9975,negative
9976,positive
9977,negative
9978,positive
9979,negative
9980,positive
9981,positive
9982,positive
9983,positive
9984,positive
9985,positive
9986,negative
9987,negative
9988,negative
9989,negative
9990,positive
9991,negative
9992,negative
9993,negative
9994,positive
9995,positive
9996,negative
9997,positive
9998,positive
9999,negative
10000,positive
10001,negative
10002,negative
10003,negative
10004,negative
10005,negative
10006,negative
10007,positive
10008,negative
10009,negative
10010,negative
10011,positive
10012,negative
10013,positive
10014,positive
10015,negative
10016,negative
10017,positive
10018,negative
10019,negative
10020,positive
10021,positive
10022,positive
10023,negative
10024,negative
10025,negative
10026,negative
10027,negative
10028,negative
10029,negative
10030,negative
10031,negative
10032,positive
10033,negative
10034,negative
10035,positive
10036,positive
10037,negative
10038,positive
10039,negative
10040,positive
10041,positive
10042,negative
10043,positive
10044,negative
10045,positive
10046,positive
10047,negative
10048,positive
10049,negative
10050,positive
10051,positive
10052,positive
10053,negative
10054,positive
10055,positive
10056,negative
10057,positive
10058,positive
10059,positive
10060,negative
10061,negative
10062,negative
10063,negative
10064,positive
10065,negative
10066,positive
10067,negative
10068,negative
10069,positive
10070,positive
10071,negative
10072,negative
10073,negative
10074,negative
10075,negative
10076,negative
10077,negative
10078,positive
10079,negative
10080,positive
10081,negative
10082,negative
10083,positive
10084,negative
10085,negative
10086,positive
10087,positive
10088,negative
10089,negative
10090,negative
